Country,CountryCode,Name,Sport,Sport-short,Event,Medal
Italy,ITA,BEGGIATO Luigi,Swimming,SWM,Men's 100m Freestyle - S4,Silver Medal
People's Republic of China,CHN,WANG Lichao,Swimming,SWM,Men's 100m Freestyle - S5,Silver Medal
Colombia,COL,CRISPIN CORZO Nelson,Swimming,SWM,Men's 100m Freestyle - S6,Silver Medal
RPC,RPC,NIKOLAEV Andrei,Swimming,SWM,Men's 100m Freestyle - S8,Silver Medal
Australia,AUS,CROTHERS Rowan,Swimming,SWM,Men's 100m Freestyle - S10,Silver Medal
Ukraine,UKR,VERAKSA Maksym,Swimming,SWM,Men's 100m Freestyle - S12,Silver Medal
Australia,AUS,KELLY Ahmed,Swimming,SWM,Men's 150m Individual Medley - SM3,Silver Medal
Israel,ISR,DADAON Ami Omer,Swimming,SWM,Men's 150m Individual Medley - SM4,Silver Medal
Chile,CHI,ABARZA Alberto,Swimming,SWM,Men's 200m Freestyle - S2,Silver Medal
Mexico,MEX,LOPEZ DIAZ Diego,Swimming,SWM,Men's 200m Freestyle - S3,Silver Medal
Japan,JPN,SUZUKI Takayuki,Swimming,SWM,Men's 200m Freestyle - S4,Silver Medal
Spain,ESP,PONCE BERTRAN Antoni,Swimming,SWM,Men's 200m Freestyle - S5,Silver Medal
Brazil,BRA,BANDEIRA Gabriel,Swimming,SWM,Men's 200m Freestyle - S14,Silver Medal
RPC,RPC,GRANICHKA Andrei,Swimming,SWM,Men's 200m Individual Medley - SM6,Silver Medal
Ukraine,UKR,TRUSOV Andrii,Swimming,SWM,Men's 200m Individual Medley - SM7,Silver Medal
People's Republic of China,CHN,XU Haijiao,Swimming,SWM,Men's 200m Individual Medley - SM8,Silver Medal
Australia,AUS,HODGE Timothy,Swimming,SWM,Men's 200m Individual Medley - SM9,Silver Medal
Italy,ITA,RAIMONDI Stefano,Swimming,SWM,Men's 200m Individual Medley - SM10,Silver Medal
Ukraine,UKR,SERBIN Mykhailo,Swimming,SWM,Men's 200m Individual Medley - SM11,Silver Medal
France,FRA,PORTAL Alex,Swimming,SWM,Men's 200m Individual Medley - SM13,Silver Medal
Brazil,BRA,BANDEIRA Gabriel,Swimming,SWM,Men's 200m Individual Medley - SM14,Silver Medal
Italy,ITA,FANTIN Antonio,Swimming,SWM,Men's 400m Freestyle - S6,Silver Medal
Ukraine,UKR,TRUSOV Andrii,Swimming,SWM,Men's 400m Freestyle - S7,Silver Medal
Italy,ITA,AMODEO Alberto,Swimming,SWM,Men's 400m Freestyle - S8,Silver Medal
France,FRA,DIDIER Ugo,Swimming,SWM,Men's 400m Freestyle - S9,Silver Medal
Netherlands,NED,TAKKEN Bas,Swimming,SWM,Men's 400m Freestyle - S10,Silver Medal
Japan,JPN,TOMITA Uchu,Swimming,SWM,Men's 400m Freestyle - S11,Silver Medal
Ukraine,UKR,GARASHCHENKO Kyrylo,Swimming,SWM,Men's 400m Freestyle - S13,Silver Medal
Italy,ITA,BARLAAM Simone,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Silver Medal
Italy,ITA,CIULLI Simone,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Silver Medal
Italy,ITA,FANTIN Antonio,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Silver Medal
Italy,ITA,RAIMONDI Stefano,Swimming,SWM,Men's 4x100m Freestyle Relay - 34 Points,Silver Medal
Australia,AUS,COCHRANE Blake,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Silver Medal
Australia,AUS,DISKEN Timothy,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Silver Medal
Australia,AUS,HODGE Timothy,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Silver Medal
Australia,AUS,MARTIN William,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Silver Medal
Australia,AUS,POPHAM Ben,Swimming,SWM,Men's 4x100m Medley Relay - 34 Points,Silver Medal
Ukraine,UKR,KOL Anton,Swimming,SWM,Men's 50m Backstroke - S1,Silver Medal
Chile,CHI,ABARZA Alberto,Swimming,SWM,Men's 50m Backstroke - S2,Silver Medal
Ukraine,UKR,OSTAPCHENKO Denys,Swimming,SWM,Men's 50m Backstroke - S3,Silver Medal
Czech Republic,CZE,PETRACEK Arnost,Swimming,SWM,Men's 50m Backstroke - S4,Silver Medal
People's Republic of China,CHN,RUAN Jingsong,Swimming,SWM,Men's 50m Backstroke - S5,Silver Medal
People's Republic of China,CHN,WANG Lichao,Swimming,SWM,Men's 50m Butterfly - S5,Silver Medal
People's Republic of China,CHN,JIA Hongguang,Swimming,SWM,Men's 50m Butterfly - S6,Silver Medal
Ukraine,UKR,TRUSOV Andrii,Swimming,SWM,Men's 50m Butterfly - S7,Silver Medal
Australia,AUS,PATTERSON Grant,Swimming,SWM,Men's 50m Breaststroke - SB2,Silver Medal
Spain,ESP,LUQUE Miguel,Swimming,SWM,Men's 50m Breaststroke - SB3,Silver Medal
People's Republic of China,CHN,ZOU Liankang,Swimming,SWM,Men's 50m Freestyle - S3,Silver Medal
Japan,JPN,SUZUKI Takayuki,Swimming,SWM,Men's 50m Freestyle - S4,Silver Medal
People's Republic of China,CHN,YUAN Weiyi,Swimming,SWM,Men's 50m Freestyle - S5,Silver Medal
Colombia,COL,SERRANO ZARATE Carlos Daniel,Swimming,SWM,Men's 50m Freestyle - S7,Silver Medal
RPC,RPC,TARASOV Denis,Swimming,SWM,Men's 50m Freestyle - S9,Silver Medal
Ukraine,UKR,KRYPAK Maksym,Swimming,SWM,Men's 50m Freestyle - S10,Silver Medal
People's Republic of China,CHN,HUA Dongdong,Swimming,SWM,Men's 50m Freestyle - S11,Silver Medal
Ukraine,UKR,YAREMENKO Illia,Swimming,SWM,Men's 50m Freestyle - S13,Silver Medal
Japan,JPN,YAMADA Miyuki,Swimming,SWM,Women's 100m Backstroke - S2,Silver Medal
People's Republic of China,CHN,JIANG Yuyan,Swimming,SWM,Women's 100m Backstroke - S6,Silver Medal
Canada,CAN,DORRIS Danielle,Swimming,SWM,Women's 100m Backstroke - S7,Silver Medal
Ukraine,UKR,DENYSENKO Kateryna,Swimming,SWM,Women's 100m Backstroke - S8,Silver Medal
Spain,ESP,MARQUES SOTO Nuria,Swimming,SWM,Women's 100m Backstroke - S9,Silver Medal
Canada,CAN,RIVARD Aurelie,Swimming,SWM,Women's 100m Backstroke - S10,Silver Medal
People's Republic of China,CHN,WANG Xinyi,Swimming,SWM,Women's 100m Backstroke - S11,Silver Medal
RPC,RPC,PIKALOVA Daria,Swimming,SWM,Women's 100m Backstroke - S12,Silver Medal
Italy,ITA,GILLI Carlotta,Swimming,SWM,Women's 100m Backstroke - S13,Silver Medal
RPC,RPC,SHABALINA Valeriia,Swimming,SWM,Women's 100m Backstroke - S14,Silver Medal
RPC,RPC,ISHCHIULOVA Viktoriia,Swimming,SWM,Women's 100m Butterfly - S8,Silver Medal
United States of America,USA,SMITH Elizabeth,Swimming,SWM,Women's 100m Butterfly - S9,Silver Medal
Australia,AUS,GREENWOOD Jasmine,Swimming,SWM,Women's 100m Butterfly - S10,Silver Medal
Italy,ITA,BERRA Alessia,Swimming,SWM,Women's 100m Butterfly - S13,Silver Medal
Australia,AUS,LEONHARDT Paige,Swimming,SWM,Women's 100m Butterfly - S14,Silver Medal
Italy,ITA,GHIRETTI Giulia,Swimming,SWM,Women's 100m Breaststroke - SB4,Silver Medal
Great Britain,GBR,HARVEY Grace,Swimming,SWM,Women's 100m Breaststroke - SB5,Silver Medal
People's Republic of China,CHN,LIU Daomin,Swimming,SWM,Women's 100m Breaststroke - SB6,Silver Medal
United States of America,USA,LONG Jessica,Swimming,SWM,Women's 100m Breaststroke - SB7,Silver Medal
New Zealand,NZL,PASCOE Sophie,Swimming,SWM,Women's 100m Breaststroke - SB8,Silver Medal
Netherlands,NED,KRUGER Lisa,Swimming,SWM,Women's 100m Breaststroke - SB9,Silver Medal
People's Republic of China,CHN,MA Jia,Swimming,SWM,Women's 100m Breaststroke - SB11,Silver Medal
RPC,RPC,LUKIANENKO Daria,Swimming,SWM,Women's 100m Breaststroke - SB12,Silver Medal
Great Britain,GBR,REDFERN Rebecca,Swimming,SWM,Women's 100m Breaststroke - SB13,Silver Medal
Great Britain,GBR,FIDDES Louise,Swimming,SWM,Women's 100m Breaststroke - SB14,Silver Medal
United States of America,USA,SMITH Leanne,Swimming,SWM,Women's 100m Freestyle - S3,Silver Medal
People's Republic of China,CHN,ZHANG Li,Swimming,SWM,Women's 100m Freestyle - S5,Silver Medal
United States of America,USA,COAN McKenzie,Swimming,SWM,Women's 100m Freestyle - S7,Silver Medal
Spain,ESP,GASCON Sarai,Swimming,SWM,Women's 100m Freestyle - S9,Silver Medal
Netherlands,NED,ZIJDERVELD Chantalle,Swimming,SWM,Women's 100m Freestyle - S10,Silver Medal
Netherlands,NED,BRUINSMA Liesette,Swimming,SWM,Women's 100m Freestyle - S11,Silver Medal
RPC,RPC,PIKALOVA Daria,Swimming,SWM,Women's 100n Freestyle - S12,Silver Medal
People's Republic of China,CHN,ZHOU Yanfei,Swimming,SWM,Women's 150m Individual Medley - SM4,Silver Medal
Great Britain,GBR,KEARNEY Tully,Swimming,SWM,Women's 200m Freestyle - S5,Silver Medal
Great Britain,GBR,FIRTH Bethany,Swimming,SWM,Women's 200m Freestyle - S14,Silver Medal
People's Republic of China,CHN,CHENG Jiao,Swimming,SWM,Women's 200m Individual Medley - SM5,Silver Medal
Ukraine,UKR,MERESHKO Yelyzaveta,Swimming,SWM,Women's 200m Individual Medley - SM6,Silver Medal
United States of America,USA,LETTENBERGER Ahalya,Swimming,SWM,Women's 200m Individual Medley - SM7,Silver Medal
Italy,ITA,PALAZZO Xenia Francesca,Swimming,SWM,Women's 200m Individual Medley - SM8,Silver Medal
Hungary,HUN,KONKOLY Zsofia,Swimming,SWM,Women's 200m Individual Medley - SM9,Silver Medal
Hungary,HUN,PAP Bianka,Swimming,SWM,Women's 200m Individual Medley - SM10,Silver Medal
People's Republic of China,CHN,CAI Liwen,Swimming,SWM,Women's 200m Individual Medley - SM11,Silver Medal
United States of America,USA,YOUNG Colleen,Swimming,SWM,Women's 200m Individual Medley - SM13,Silver Medal
Great Britain,GBR,FIRTH Bethany,Swimming,SWM,Women's 200m Individual Medley - SM14,Silver Medal
Ukraine,UKR,MERESHKO Yelyzaveta,Swimming,SWM,Women's 400m Freestyle - S6,Silver Medal
Italy,ITA,TERZI Giulia,Swimming,SWM,Women's 400m Freestyle - S7,Silver Medal
United States of America,USA,LONG Jessica,Swimming,SWM,Women's 400m Freestyle - S8,Silver Medal
Hungary,HUN,KONKOLY Zsofia,Swimming,SWM,Women's 400m Freestyle - S9,Silver Medal
Hungary,HUN,PAP Bianka,Swimming,SWM,Women's 400m Freestyle - S10,Silver Medal
Netherlands,NED,BRUINSMA Liesette,Swimming,SWM,Women's 400m Freestyle - S11,Silver Medal
Italy,ITA,GILLI Carlotta,Swimming,SWM,Women's 400m Freestyle - S13,Silver Medal
Australia,AUS,BEECROFT Emily,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Silver Medal
Australia,AUS,COLE Ellie,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Silver Medal
Australia,AUS,McCONNELL Ashleigh,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Silver Medal
Australia,AUS,VINCENT Isabella,Swimming,SWM,Women's 4x100m Freestyle Relay - 34 Pts,Silver Medal
RPC,RPC,GONTAR Anastasiia,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Silver Medal
RPC,RPC,ISHCHIULOVA Viktoriia,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Silver Medal
RPC,RPC,PALIAN Ani,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Silver Medal
RPC,RPC,SIDORENKO Elizaveta,Swimming,SWM,Women's 4x100m Medley Relay - 34 Points,Silver Medal
Japan,JPN,YAMADA Miyuki,Swimming,SWM,Women's 50m Backstroke - S2,Silver Medal
Great Britain,GBR,CHALLIS Ellie,Swimming,SWM,Women's 50m Backstroke - S3,Silver Medal
People's Republic of China,CHN,ZHOU Yanfei,Swimming,SWM,Women's 50m Backstroke - S4,Silver Medal
Spain,ESP,PERALES Teresa,Swimming,SWM,Women's 50m Backstroke - S5,Silver Medal
Spain,ESP,FERNANDEZ INFANTE Marta,Swimming,SWM,Women's 50m Butterfly - S5,Silver Medal
Ireland,IRL,TURNER Nicole,Swimming,SWM,Women's 50m Butterfly - S6,Silver Medal
United States of America,USA,WEGGEMANN Mallory,Swimming,SWM,Women's 50m Butterfly - S7,Silver Medal
RPC,RPC,BUTKOVA Nataliia,Swimming,SWM,Women's 50m Breaststroke - SB3,Silver Medal
Italy,ITA,TRIMI Arjola,Swimming,SWM,Women's 50m Freestyle - S4,Silver Medal
United States of America,USA,MARKS Elizabeth,Swimming,SWM,Women's 50m Freestyle - S6,Silver Medal
Brazil,BRA,JERONIMO de ARAUJO Cecilia Kethlen,Swimming,SWM,Women's 50m Freestyle - S8,Silver Medal
Netherlands,NED,ZIJDERVELD Chantalle,Swimming,SWM,Women's 50m Freestyle - S10,Silver Medal
People's Republic of China,CHN,LI Guizhi,Swimming,SWM,Women's 50m Freestyle - S11,Silver Medal
RPC,RPC,KRIVSHINA Anna,Swimming,SWM,Women's 50m Freestyle - S13,Silver Medal
Brazil,BRA,BELARMINO PEREIRA Wendell,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Silver Medal
Brazil,BRA,da SILVA SOUSA Lucilene,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Silver Medal
Brazil,BRA,GOMES SANTIAGO Maria Carolina,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Silver Medal
Brazil,BRA,MATERA Douglas,Swimming,SWM,Mixed 4x100m Freestyle Relay - 49 Points,Silver Medal
Australia,AUS,BETAR Ricky,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Silver Medal
Australia,AUS,HANCE Benjamin James,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Silver Medal
Australia,AUS,McTERNAN Madeleine,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Silver Medal
Australia,AUS,STORM Ruby,Swimming,SWM,Mixed 4x100m Freestyle Relay - S14,Silver Medal
Italy,ITA,BEGGIATO Luigi,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Silver Medal
Italy,ITA,BOCCIARDO Francesco,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Silver Medal
Italy,ITA,FANTIN Antonio,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Silver Medal
Italy,ITA,TALAMONA Arianna,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Silver Medal
Italy,ITA,TERZI Giulia,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Silver Medal
Italy,ITA,TRIMI Arjola,Swimming,SWM,Mixed 4x50m Freestyle Relay - 20 Points,Silver Medal
Republic of Korea,KOR,KIM Hyeon Uk,Table Tennis,TTE,Men's Singles - Class 1,Silver Medal
Poland,POL,CZUPER Rafal,Table Tennis,TTE,Men's Singles - Class 2,Silver Medal
Germany,GER,SCHMIDBERGER Thomas,Table Tennis,TTE,Men's Singles - Class 3,Silver Medal
Republic of Korea,KOR,KIM Young-Gun,Table Tennis,TTE,Men's Singles - Class 4,Silver Medal
People's Republic of China,CHN,CAO Ningning,Table Tennis,TTE,Men's Singles - Class 5,Silver Medal
Denmark,DEN,ROSENMEIER Peter,Table Tennis,TTE,Men's Singles - Class 6,Silver Medal
Great Britain,GBR,BAYLEY William,Table Tennis,TTE,Men's Singles - Class 7,Silver Medal
Ukraine,UKR,DIDUKH Viktor,Table Tennis,TTE,Men's Singles - Class 8,Silver Medal
Australia,AUS,MA Lin,Table Tennis,TTE,Men's Singles - Class 9,Silver Medal
France,FRA,BOHEAS Mateo,Table Tennis,TTE,Men's Singles - Class 10,Silver Medal
Australia,AUS,von EINEM Samuel Philip,Table Tennis,TTE,Men's Singles - Class 11,Silver Medal
Republic of Korea,KOR,CHA Soo Yong,Table Tennis,TTE,Men's Team - Classes 1-2,Silver Medal
Republic of Korea,KOR,KIM Hyeon Uk,Table Tennis,TTE,Men's Team - Classes 1-2,Silver Medal
Republic of Korea,KOR,PARK Jin Cheol,Table Tennis,TTE,Men's Team - Classes 1-2,Silver Medal
Germany,GER,BRUECHLE Thomas,Table Tennis,TTE,Men's Team - Class 3,Silver Medal
Germany,GER,SCHMIDBERGER Thomas,Table Tennis,TTE,Men's Team - Class 3,Silver Medal
Republic of Korea,KOR,BAEK Youngbok,Table Tennis,TTE,Men's Team - Class 4-5,Silver Medal
Republic of Korea,KOR,KIM Jung-Gil,Table Tennis,TTE,Men's Team - Class 4-5,Silver Medal
Republic of Korea,KOR,KIM Young-Gun,Table Tennis,TTE,Men's Team - Class 4-5,Silver Medal
Great Britain,GBR,BAYLEY William,Table Tennis,TTE,Men's Team - Classes 6-7,Silver Medal
Great Britain,GBR,KARABARDAK Paul,Table Tennis,TTE,Men's Team - Classes 6-7,Silver Medal
Ukraine,UKR,DIDUKH Viktor,Table Tennis,TTE,Men's Team - Class 8,Silver Medal
Ukraine,UKR,NIKOLENKO Maksym,Table Tennis,TTE,Men's Team - Class 8,Silver Medal
Australia,AUS,COUGHLAN Joel,Table Tennis,TTE,Men's Team - Class 9-10,Silver Medal
Australia,AUS,MA Lin,Table Tennis,TTE,Men's Team - Class 9-10,Silver Medal
Australia,AUS,PELLISSIER Nathan,Table Tennis,TTE,Men's Team - Class 9-10,Silver Medal
Republic of Korea,KOR,SEO Su Yeon,Table Tennis,TTE,Women's Singles - Classes 1-2,Silver Medal
Slovakia,SVK,KANOVA Alena,Table Tennis,TTE,Women's Singles - Class 3,Silver Medal
India,IND,PATEL Bhavinaben Hasmukhbhai,Table Tennis,TTE,Women's Singles - Class 4,Silver Medal
People's Republic of China,CHN,PAN Jiamin,Table Tennis,TTE,Women's Singles - Class 5,Silver Medal
RPC,RPC,ALIEVA Maliak,Table Tennis,TTE,Women's Singles - Class 6,Silver Medal
RPC,RPC,SAFONOVA Viktoriia,Table Tennis,TTE,Women's Singles - Class 7,Silver Medal
People's Republic of China,CHN,HUANG Wenjuan,Table Tennis,TTE,Women's Singles - Class 8,Silver Medal
People's Republic of China,CHN,XIONG Guiyan,Table Tennis,TTE,Women's Singles - Class 9,Silver Medal
Brazil,BRA,COSTA ALEXANDRE Bruna,Table Tennis,TTE,Women's Singles - Class 10,Silver Medal
France,FRA,FERNEY Lea,Table Tennis,TTE,Women's Singles - Class 11,Silver Medal
Republic of Korea,KOR,LEE Mi Gyu,Table Tennis,TTE,Women's Team - Classes 1-3,Silver Medal
Republic of Korea,KOR,SEO Su Yeon,Table Tennis,TTE,Women's Team - Classes 1-3,Silver Medal
Republic of Korea,KOR,YOON Jiyu,Table Tennis,TTE,Women's Team - Classes 1-3,Silver Medal
Sweden,SWE,AHLQUIST Anna Carin,Table Tennis,TTE,Women's Team - Classes 4-5,Silver Medal
Sweden,SWE,LUNDBACK Ingela,Table Tennis,TTE,Women's Team - Classes 4-5,Silver Medal
Netherlands,NED,van HOOF Frederique,Table Tennis,TTE,Women's Team - Classes 6-8,Silver Medal
Netherlands,NED,van ZON Kelly,Table Tennis,TTE,Women's Team - Classes 6-8,Silver Medal
Australia,AUS,LEI Li Na,Table Tennis,TTE,Women's Team - Classes 9-10,Silver Medal
Australia,AUS,TAPPER Melissa,Table Tennis,TTE,Women's Team - Classes 9-10,Silver Medal
Australia,AUS,YANG Qian,Table Tennis,TTE,Women's Team - Classes 9-10,Silver Medal
Egypt,EGY,ELZAYAT Mohamed,Taekwondo,TKW,Men K44 -61kg,Silver Medal
Islamic Republic of Iran,IRI,POURRAHNAMAAHMADGOURABI Mahdi,Taekwondo,TKW,Men K44 -75kg,Silver Medal
Croatia,CRO,MIKULIC Ivan,Taekwondo,TKW,Men K44 +75kg,Silver Medal
Turkey,TUR,CAVDAR Meryem,Taekwondo,TKW,Women K44 -49kg,Silver Medal
Great Britain,GBR,MUNRO Beth,Taekwondo,TKW,Women K44 -58kg,Silver Medal
Brazil,BRA,BEZERRA de MENEZES Debora,Taekwondo,TKW,Women K44 +58kg,Silver Medal
Austria,AUT,BRUNGRABER Florian,Triathlon,TRI,Men's PTWC,Silver Medal
Spain,ESP,CATALA LAPARRA Hector,Triathlon,TRI,Men's PTVI,Silver Medal
Japan,JPN,UDA Hideki,Triathlon,TRI,Men's PTS4,Silver Medal
Great Britain,GBR,PEASGOOD George,Triathlon,TRI,Men's PTS5,Silver Medal
United States of America,USA,DANZ Hailey,Triathlon,TRI,Women's PTS2,Silver Medal
Australia,AUS,PARKER Lauren,Triathlon,TRI,Women's PTWC,Silver Medal
Italy,ITA,BARBARO Anna,Triathlon,TRI,Women's PTVI,Silver Medal
United States of America,USA,NORMAN Grace,Triathlon,TRI,Women's PTS5,Silver Medal
Japan,JPN,AKAISHI Ryuga,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,AKITA Kei,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,CHOKAI Renshi,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,FUJIMOTO Reo,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,FUJISAWA Kiyoshi,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,FURUSAWA Takuya,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,IWAI Takayoshi,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,KAWAHARA Rin,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,KOZAI Hiroaki,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,MIYAJIMA Tetsuya,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,TAKAMATSU Yoshinobu,Wheelchair Basketball,WBK,Men,Silver Medal
Japan,JPN,TOYOSHIMA Akira,Wheelchair Basketball,WBK,Men,Silver Medal
People's Republic of China,CHN,CHEN Meier,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,CHEN Wenli,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,CHEN Xuejing,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,DAI Jiameng,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,DENG Mingzhu,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,HUANG Xiaolian,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,LEI Tianjiao,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,LIN Suiling,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,LYU Guidi,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,YANG Yan,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,ZHANG Tonglei,Wheelchair Basketball,WBK,Women,Silver Medal
People's Republic of China,CHN,ZHANG Xuemei,Wheelchair Basketball,WBK,Women,Silver Medal
RPC,RPC,SHABUROV Maxim,Wheelchair Fencing,WFE,Men's Épée Individual - Category A,Silver Medal
Brazil,BRA,GUISSONE Jovane,Wheelchair Fencing,WFE,Men's Épée Individual - Category B,Silver Medal
Hungary,HUN,OSVATH Richard,Wheelchair Fencing,WFE,Men's Foil Individual - Category A,Silver Medal
People's Republic of China,CHN,HU Daoliang,Wheelchair Fencing,WFE,Men's Foil Individual - Category B,Silver Medal
Ukraine,UKR,MANKO Artem,Wheelchair Fencing,WFE,Men's Sabre Individual - Category A,Silver Medal
Poland,POL,CASTRO Adrian,Wheelchair Fencing,WFE,Men's Sabre Individual - Category B,Silver Medal
People's Republic of China,CHN,HU Daoliang,Wheelchair Fencing,WFE,Men's Épée Team,Silver Medal
People's Republic of China,CHN,SUN Gang,Wheelchair Fencing,WFE,Men's Épée Team,Silver Medal
People's Republic of China,CHN,TIAN Jianquan,Wheelchair Fencing,WFE,Men's Épée Team,Silver Medal
Great Britain,GBR,COUTYA Dimitri,Wheelchair Fencing,WFE,Men's Foil Team,Silver Medal
Great Britain,GBR,GILLIVER Piers,Wheelchair Fencing,WFE,Men's Foil Team,Silver Medal
Great Britain,GBR,LAM-WATSON Oliver,Wheelchair Fencing,WFE,Men's Foil Team,Silver Medal
People's Republic of China,CHN,RONG Jing,Wheelchair Fencing,WFE,Women's Épée Individual - Category A,Silver Medal
RPC,RPC,BOYKOVA Viktoria,Wheelchair Fencing,WFE,Women's Épée Individual - Category B,Silver Medal
Ukraine,UKR,MORKVYCH Nataliia,Wheelchair Fencing,WFE,Women's Foil Individual - Category A,Silver Medal
People's Republic of China,CHN,ZHOU Jingjing,Wheelchair Fencing,WFE,Women's Foil Individual - Category B,Silver Medal
Georgia,GEO,TIBILASHVILI Nino,Wheelchair Fencing,WFE,Women's Sabre Individual - Category A,Silver Medal
Ukraine,UKR,FEDOTA Olena,Wheelchair Fencing,WFE,Women's Sabre Individual - Category B,Silver Medal
Ukraine,UKR,BREUS Yevheniia,Wheelchair Fencing,WFE,Women's Épée Team,Silver Medal
Ukraine,UKR,FEDOTA Olena,Wheelchair Fencing,WFE,Women's Épée Team,Silver Medal
Ukraine,UKR,MANDRYK Nataliia,Wheelchair Fencing,WFE,Women's Épée Team,Silver Medal
Italy,ITA,MOGOS Ionela Andreea,Wheelchair Fencing,WFE,Women's Foil Team,Silver Medal
Italy,ITA,TRIGILIA Loredana,Wheelchair Fencing,WFE,Women's Foil Team,Silver Medal
Italy,ITA,VIO Beatrice Maria,Wheelchair Fencing,WFE,Women's Foil Team,Silver Medal
United States of America,USA,AOKI Charles,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,BUTLER Jeff,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,COHN Chad,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,DELAGRAVE Joseph,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,FREDETTE Lee,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,HENNAGIR Ray,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,JACKSON Joe,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,MELTON Charles,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,NEWBY Eric,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,PUDERBAUGH Kory,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,SCATURRO Adam,Wheelchair Rugby,WRU,Mixed,Silver Medal
United States of America,USA,WHEELER Joshua,Wheelchair Rugby,WRU,Mixed,Silver Medal
Great Britain,GBR,HEWETT Alfie,Wheelchair Tennis,WTE,Men's Doubles,Silver Medal
Great Britain,GBR,REID Gordon,Wheelchair Tennis,WTE,Men's Doubles,Silver Medal
Netherlands,NED,EGBERINK Tom,Wheelchair Tennis,WTE,Men's Singles,Silver Medal
Australia,AUS,ALCOTT Dylan,Wheelchair Tennis,WTE,Quad Doubles,Silver Medal
Australia,AUS,DAVIDSON Heath,Wheelchair Tennis,WTE,Quad Doubles,Silver Medal
Netherlands,NED,SCHRODER Sam,Wheelchair Tennis,WTE,Quad Singles,Silver Medal
Great Britain,GBR,SHUKER Lucy,Wheelchair Tennis,WTE,Women's Doubles,Silver Medal
Great Britain,GBR,WHILEY Jordanne,Wheelchair Tennis,WTE,Women's Doubles,Silver Medal
Japan,JPN,KAMIJI Yui,Wheelchair Tennis,WTE,Women's Singles,Silver Medal
